RA_ITEMID,SEQ_NUMBER,PARCEL,FACEVALUE,PREMIUM
2972928,232856,2075-23-4-43-002,6761.64,
2972929,232857,1973-21-3-01-001,34439.43,
2972930,232858,1973-28-1-03-021,7655,
2972931,232860,2077-29-2-00-800,25.62,
2972932,232861,2077-30-1-00-800,25.62,
2972933,232862,2075-22-2-50-001,2225.49,
2972934,232863,2067-00-0-00-885,26.61,
2972935,232864,1971-34-2-22-038,3045.06,
2972936,232865,1971-34-2-22-039,3045.06,
2972937,232866,1975-22-3-46-067,2948.18,
2972938,232867,1973-10-1-24-001,231841.95,
2972939,232868,2077-02-2-31-005,35.3,
2972940,232869,2077-02-2-32-005,35.3,
2972941,232870,2077-02-2-33-005,35.3,
2972942,232871,2077-02-2-35-006,35.3,
2972943,232872,1975-01-3-06-004,304.87,
2972944,232873,1979-00-0-00-591,68.78,
2972945,232878,2075-36-2-99-908,7769.02,
2972946,232879,2075-36-2-99-913,832.4,
2972947,232880,2075-36-2-99-914,832.4,
2972948,232881,2075-36-2-99-915,832.4,
2972949,232882,2075-36-2-99-917,832.4,
2972950,232883,2075-36-2-99-918,1381.38,
2972951,232884,2077-02-2-37-030,2445.66,
2972952,232885,2077-02-2-38-002,3244.64,
2972953,232886,1973-28-4-00-069,12002.66,
2972954,232887,1977-03-3-01-001,2370.6,
2972955,232888,1977-03-3-01-009,4761.47,
2972956,232889,1977-03-3-07-012,4761.47,
2972957,232890,1975-18-3-30-007,1641.72,
2972958,232891,1975-18-3-30-010,1849.97,
2972959,232894,2073-33-3-00-021,47.88,
2972960,232895,2059-18-3-20-007,720,
2972961,232896,2069-00-0-00-151,75.48,
2972962,232897,1977-07-3-06-002,7710.01,
2972963,232898,1973-01-2-30-003,18652.32,
2972964,232899,1975-04-3-09-020,3345.54,
2972965,232900,1975-20-3-30-011,8443.99,
2972966,232901,1975-20-3-30-012,9913.41,
2972967,232902,1975-20-3-30-013,9913.41,
2972968,232903,1975-20-3-30-014,8443.99,
2972969,232908,1975-20-3-30-019,8443.99,
2972970,232909,1975-20-3-30-020,9913.41,
2972971,232910,1975-20-3-30-021,9913.41,
2972972,232911,1975-20-3-30-022,8443.99,
2972973,232912,1975-20-3-30-023,8443.99,
2972974,232913,1975-20-3-30-024,10191,
2972975,232914,1975-20-3-30-025,10191,
2972976,232915,1975-20-3-30-026,10191,
2972977,232916,1975-20-3-30-027,8443.99,
2972978,232917,1975-20-3-30-028,6326.77,
2972979,232918,1975-20-3-30-029,8251.06,
2972980,232919,1975-20-3-30-030,8251.06,
2972981,232920,1975-20-3-30-031,8251.06,
2972982,232921,1975-20-3-30-032,6326.77,
2972983,232922,2077-25-1-25-002,3560.15,
2972984,232924,1983-00-0-00-513,130.93,
2972985,232925,1983-00-0-00-514,135.89,
2972986,232926,1983-00-0-00-516,115.96,
2972987,232927,1983-00-0-00-520,120.57,
2972988,232928,1983-00-0-00-521,131.93,
2972989,232929,1975-16-2-20-001,9492.98,
2972990,232930,1975-25-3-02-001,125.54,
2972991,232931,1975-25-3-02-002,72.69,
2972992,232932,1973-25-1-25-950,116.61,
2972993,232934,1979-00-0-99-881,27.72,
2972994,232935,2077-00-0-00-802,27.99,
2972995,232936,2077-21-3-16-900,1779.47,
2972996,232937,1977-19-3-11-024,30.13,
2972997,232938,1977-19-3-11-025,30.13,
2972998,232939,1977-30-2-03-014,30.64,
2972999,232940,1977-30-2-03-015,30.64,
2973000,232941,2073-35-1-00-017,150.63,
2973001,232942,1977-30-2-04-008,30.64,
2973002,232943,1977-30-2-05-008,30.64,
2973003,232944,1977-30-2-05-009,30.64,
2973004,232945,2073-35-2-00-008,575.62,
2973005,232946,1977-30-2-06-010,30.64,
2973006,232947,2073-34-3-00-006,646.76,
2973007,232948,2073-34-3-00-007,47.81,
2973008,232949,2073-34-3-00-008,34.03,
2973009,232950,2073-34-4-00-015,222.43,
2973010,232951,2073-34-4-00-016,184.45,
2973011,232952,2073-35-1-00-018,150.13,
2973012,232953,2073-35-3-00-016,140.13,
2973013,232954,2073-35-3-00-015,46.01,
2973014,232955,2059-18-3-12-013,256,
2973015,232956,2059-18-3-12-014,256,
2973016,232957,2059-18-3-12-015,256,
2973017,232959,2071-18-3-31-004,1074.75,
2973018,232960,1983-04-1-10-009,35.73,
2973019,232961,1983-04-1-11-001,36.13,
2973020,232962,1983-04-1-11-002,36.13,
2973021,232964,1983-04-4-03-004,36.01,
2973022,232965,1983-04-4-03-005,36.26,
2973023,232966,1987-00-0-00-267,67.05,
2973024,232967,2073-32-2-37-018,1550.36,
2973025,232969,2075-25-3-15-003,269.77,
2973026,232970,2069-00-0-00-850,28.58,
2973027,232971,2069-00-0-00-851,28.58,
2973028,232972,2073-12-1-12-001,25.37,
2973029,232973,2073-12-1-12-002,25.37,
2973030,232974,2073-12-1-12-003,25.37,
2973031,232975,2073-12-1-12-005,25.37,
2973032,232976,2073-12-1-13-001,25.37,
2973033,232977,2073-12-1-14-001,25.37,
2973034,232978,2073-12-1-15-001,25.37,
2973035,232979,2073-12-1-16-001,25.37,
2973036,232980,2073-12-1-16-002,25.37,
2973037,232981,2073-12-1-17-001,25.37,
2973038,232982,2073-12-1-17-002,25.37,
2973039,232983,2073-12-1-17-003,25.37,
2973040,232984,2073-12-1-17-004,25.37,
2973041,232985,2073-12-1-17-005,25.37,
2973042,232986,2073-12-1-17-006,25.37,
2973043,232987,2073-12-1-18-001,25.37,
2973044,232988,2073-12-1-18-002,25.37,
2973045,232989,2073-12-1-19-001,25.37,
2973046,232990,2073-12-1-19-002,25.37,
2973047,232991,2073-12-1-20-001,25.37,
2973048,232992,2073-12-1-20-002,25.37,
2973049,232993,2073-12-1-20-003,25.37,
2973050,232994,2073-12-1-20-004,25.37,
2973051,232995,2073-12-1-20-005,25.37,
2973052,232996,2073-12-1-20-006,25.37,
2973053,232997,2073-12-1-20-007,25.37,
2973054,232998,2073-12-1-20-008,25.37,
2973055,232999,2073-12-1-20-009,25.37,
2973056,233000,2073-12-1-20-010,25.37,
2973057,233001,2073-12-1-21-001,25.37,
2973058,233002,2073-12-1-21-002,25.37,
2973059,233003,2073-12-1-21-003,25.37,
2973060,233004,2073-12-1-21-004,25.37,
2973061,233005,2073-12-1-21-005,25.37,
2973062,233006,2073-12-1-21-006,25.37,
2973063,233007,2073-12-1-21-007,25.37,
2973064,233008,2073-12-1-21-008,25.37,
2973065,233009,2073-12-1-21-009,25.37,
2973066,233010,2073-12-1-21-010,25.37,
2973067,233011,2073-12-1-21-011,25.37,
2973068,233012,1975-30-3-29-001,39.58,
2973069,233013,2077-17-1-50-001,2601.51,
2973070,233014,2071-18-3-36-005,372.46,
2973071,233015,1975-08-2-41-001,65673.88,
2973072,233016,1975-07-4-40-006,33.06,
2973073,233017,1973-14-4-29-900,1030.71,
