AdvNum,Parcel,Face Amount
0001813,041024553101100510,44.85
0001814,041024553101100520,44.85
0001818,041024553200400290,45.72
0001819,041024553200400300,45.72
0001820,041024553200400310,46.18
0001822,041024553200400380,43.14
0001823,041024553200400390,43.14
0001824,041024553200400400,43.6
0001825,041024553200500010,33.2
0001826,041024553200500020,33.2
0001827,041024553200500030,33.67
0001828,041024553200500040,33.2
0001829,041024553200500050,33.2
0001830,041024553200500060,33.67
0001831,041024553200500070,33.2
0001832,041024553200500080,33.2
0001833,041024553200500090,33.67
0001834,041024553200500100,33.2
0001835,041024553200500110,33.2
0001836,041024553200500120,33.67
0001837,041024553200500130,33.2
0001838,041024553200500140,33.2
0001839,041024553200500150,33.67
0001842,041024553200600170,45.72
0001843,041024553200600180,46.18
0001846,041024553200600500,42.03
0001847,041024553200600510,42.03
0001848,041024553200600520,42.03
0001849,041024553200600530,42.03
0001850,041024553200700370,94.02
0001851,041024553200700730,45.72
0001852,041024553200700740,45.72
0001853,041024553200700750,46.18
0001854,041024553200700760,42.03
0001855,041024553200700770,42.03
0001856,041024553200700780,42.03
0001857,041024553200700790,42.03
0001858,041024553200700800,30.51
0001859,041024553200700810,30.51
0001860,041024553200800070,46.27
0001861,041024553200800080,46.27
0001862,041024553200800090,46.73
0001863,041024553200800160,103.51
0001864,041024553200800370,46.27
0001865,041024553200800380,46.27
0001866,041024553200800390,46.73
0001867,041024553200900010,38.23
0001868,041024553200900020,35.83
0001869,041024553200900030,35.83
0001871,041024553200900050,39.51
0001872,041024553200900060,39.51
0001873,041024553200900070,39.98
0001874,041024553200900080,35.83
0001875,041024553200900090,35.83
0001876,041024553200900100,35.83
0001877,041024553200900110,35.83
0001878,041024553200900120,35.83
0001879,041024553200900130,42.03
0001880,041024553200900140,42.03
0001881,041024553200900150,42.03
0001882,041024553200900190,45.72
0001883,041024553200900200,45.72
0001884,041024553200900210,46.18
0001885,041024553200900580,33.2
0001886,041024553200900590,33.2
0001887,041024553200900600,33.67
0001888,041024553200900640,42.03
0001889,041024553200900650,42.03
