Ra_ItemID	CertNum	Parcel	FaceValue	Bid	Tax Year	IsHomestead	Tax Years Unpaid	Bankruptcy_Flag	Property_Address_1	Property_Address_2	Property_City	Property_Zip
6329758	716	"03399030019"	127.72		2021	0	0	0				     
6329765	717	"03399030022"	105.07		2021	0	0	0				     
6329771	718	"03399040003"	105.07		2021	0	0	0				     
6329490	719	"09487010140"	1189.81		2019	0	0	0	17906 16TH TERR		LIVE OAK	32060
6329780	720	"03399040020"	105.07		2021	0	0	0				     
6329817	721	"03406080080"	106.55		2020	0	0	0				     
6329786	721	"03399050011"	105.07		2021	0	0	0				     
6329496	721	"09487020040"	133.34		2019	0	0	0				     
6329830	723	"03406080120"	106.55		2020	0	0	0				     
6329794	723	"03399050018"	127.72		2021	0	0	0				     
6329838	724	"03406080170"	106.55		2020	0	0	0				     
6329845	725	"03406080200"	106.55		2020	0	0	0				     
6329851	726	"03406080210"	106.55		2020	0	0	0				     
6329858	727	"03407090080"	106.55		2020	0	0	0				     
6329263	727	"03343007001"	100.86		2022	0	0	0				     
6329269	728	"03343007002"	75.24		2022	0	0	0				     
6329863	728	"03411090120"	106.55		2020	0	0	0				     
6329870	729	"03416010010"	106.55		2020	0	0	0				     
6330154	730	"03047001000"	67.7		2017	0	0	0				     
6329877	730	"03417010020"	106.55		2020	0	0	0				     
6329805	730	"03399080023"	105.07		2021	0	0	0				     
6329884	731	"03420010110"	131.94		2020	0	0	0				     
6329509	731	"09511060110"	133.34		2019	0	0	0				     
6329891	732	"03427050010"	106.55		2020	0	0	0				     
6329898	734	"03434030010"	106.55		2020	0	0	0				     
6329906	736	"03442090220"	106.55		2020	0	0	0				     
6329818	736	"03406080080"	105.07		2021	0	0	0				     
6329702	737	"03365003000"	49.23		2022	0	0	0				     
6329913	737	"03442090230"	106.55		2020	0	0	0				     
6329824	737	"03406080090"	105.07		2021	0	0	0				     
6329519	737	"09528080140"	185.76		2019	0	0	0				     
6329919	738	"03443100030"	112.27		2020	0	0	0				     
6329831	739	"03406080120"	105.07		2021	0	0	0				     
6329839	740	"03406080170"	105.07		2021	0	0	0				     
6329723	740	"03373010010"	106.37		2022	0	0	0				     
6329846	741	"03406080200"	105.07		2021	0	0	0				     
6329724	741	"03378010130"	106.37		2022	0	0	0				     
6329928	742	"03443100200"	112.27		2020	0	0	0				     
6329852	742	"03406080210"	105.07		2021	0	0	0				     
6329531	742	"09558130030"	133.34		2019	0	0	0				     
6329935	743	"03443100220"	106.55		2020	0	0	0				     
6329725	743	"03385060010"	124.7		2022	0	0	0				     
6331014	743	"03207000001"	72.25		2016	0	0	0				     
6329942	744	"03444110010"	106.55		2020	0	0	0				     
6329859	744	"03407090080"	105.07		2021	0	0	0				     
6329732	744	"03388060090"	110.39		2022	0	0	0				     
6329864	745	"03411090120"	105.07		2021	0	0	0				     
6329733	745	"03390060130"	110.39		2022	0	0	0				     
6329948	746	"03444110170"	106.55		2020	0	0	0				     
6329871	746	"03416010010"	105.07		2021	0	0	0				     
6329734	746	"03390060150"	110.39		2022	0	0	0				     
6330153	747	"03047001000"	62.18		2018	0	0	0				     
6329953	747	"03444110180"	106.55		2020	0	0	0				     
6329878	747	"03417010020"	105.07		2021	0	0	0				     
6329735	747	"03394080010"	106.37		2022	0	0	0				     
6329961	748	"03446110220"	106.55		2020	0	0	0				     
6329737	748	"03394080050"	110.39		2022	0	0	0				     
6329885	748	"03420010110"	127.72		2021	0	0	0				     
6329966	749	"03447110230"	131.94		2020	0	0	0				     
6329976	750	"03456120200"	106.55		2020	0	0	0				     
6329738	750	"03394080170"	91.32		2022	0	0	0				     
6329892	750	"03427050010"	105.07		2021	0	0	0				     
6329983	752	"03462130110"	106.55		2020	0	0	0				     
6329899	752	"03434030010"	105.07		2021	0	0	0				     
6329739	752	"03399010000"	110.39		2022	0	0	0				     
6329988	753	"03463130120"	106.55		2020	0	0	0				     
6329745	753	"03399030009"	148.54		2022	0	0	0				     
6329994	754	"03466130170"	106.55		2020	0	0	0				     
6329752	754	"03399030013"	109.05		2022	0	0	0				     
6329999	755	"03467130180"	112.27		2020	0	0	0				     
6329907	755	"03442090220"	101.76		2021	0	0	0				     
6329759	755	"03399030019"	110.39		2022	0	0	0				     
6329766	756	"03399030022"	91.32		2022	0	0	0				     
6329914	756	"03442090230"	101.76		2021	0	0	0				     
6329772	757	"03399040003"	91.32		2022	0	0	0				     
6329920	757	"03443100030"	105.07		2021	0	0	0				     
6330006	757	"03468130210"	182.69		2020	0	0	0				     
6331013	757	"03207000001"	66.57		2017	0	0	0				     
6331228	758	"03215000002"	72.93		2017	0	0	0				     
6330012	758	"03469140010"	106.55		2020	0	0	0				     
6329773	758	"03399040004"	89.39		2022	0	0	0				     
6330019	759	"03470140020"	131.94		2020	0	0	0				     
6329774	759	"03399040011"	110.39		2022	0	0	0				     
6330023	760	"03471140040"	112.27		2020	0	0	0				     
6329781	760	"03399040020"	91.32		2022	0	0	0				     
6330028	761	"03473140210"	106.55		2020	0	0	0				     
6329929	761	"03443100200"	105.07		2021	0	0	0				     
6330035	762	"03474140220"	106.55		2020	0	0	0				     
6329782	762	"03399050010"	91.32		2022	0	0	0				     
6329936	762	"03443100220"	105.07		2021	0	0	0				     
6329787	763	"03399050011"	91.32		2022	0	0	0				     
6329943	763	"03444110010"	105.07		2021	0	0	0				     
6330043	764	"03488050050"	149.35		2020	0	0	0				     
6330048	765	"03488050110"	116.69		2020	0	0	0				     
6329795	765	"03399050018"	110.39		2022	0	0	0				     
6329949	766	"03444110170"	105.07		2021	0	0	0				     
6329558	766	"10226002000"	30		2019	0	7	0				     
6329565	767	"08544004000"	79.45		2019	0	0	0				     
6329954	767	"03444110180"	105.07		2021	0	0	0				     
6330055	767	"03488050190"	134.49		2020	0	0	0				     
6329796	767	"03399080009"	110.39		2022	0	0	0				     
6330061	768	"03488050220"	116.69		2020	0	0	0				     
6329962	768	"03446110220"	105.07		2021	0	0	0				     
6329799	768	"03399080019"	110.39		2022	0	0	0				     
6330066	769	"03488050240"	98.92		2020	0	0	0				     
6329806	769	"03399080023"	91.32		2022	0	0	0				     
6329967	769	"03447110230"	127.72		2021	0	0	0				     
6331351	769	"03238001000"	79.32		2016	0	0	0				     
6329809	770	"03399090010"	89.39		2022	0	0	0				     
6329977	771	"03456120200"	105.07		2021	0	0	0				     
6329810	771	"03399110121"	106.37		2022	0	0	0				     
6330073	771	"03491080050"	152.22		2020	0	0	0				     
6330080	772	"03496080240"	116.69		2020	0	0	0				     
6329984	773	"03462130110"	105.07		2021	0	0	0				     
